/out (width_pun=5e-06) X,/out (width_pun=5e-06) Y,/out (width_pun=1e-05) X,/out (width_pun=1e-05) Y,/out (width_pun=1.5e-05) X,/out (width_pun=1.5e-05) Y,/out (width_pun=2e-05) X,/out (width_pun=2e-05) Y,/out (width_pun=2.5e-05) X,/out (width_pun=2.5e-05) Y,/out (width_pun=3e-05) X,/out (width_pun=3e-05) Y,/out (width_pun=3.5e-05) X,/out (width_pun=3.5e-05) Y,/out (width_pun=4e-05) X,/out (width_pun=4e-05) Y,/out (width_pun=4.5e-05) X,/out (width_pun=4.5e-05) Y,/out (width_pun=5e-05) X,/out (width_pun=5e-05) Y
0,2.999996188584733,0,2.999996146354516,0,2.999996116823791,0,2.99999609420622,0,2.999996075493993,0,2.999996060245436,0,2.999996046983773,0,2.999996035256602,0,2.999996024745849,0,2.99999601522099
0.06,2.999986729532311,0.06,2.999986544129639,0.06,2.999986417855402,0.06,2.999986325410647,0.06,2.999986252715511,0.06,2.999986191730844,0.06,2.999986139613921,0.06,2.999986094035387,0.06,2.999986053484135,0.06,2.999986016923645
0.12,2.999953560947151,0.12,2.999952784237959,0.12,2.999952308122207,0.12,2.999951961879376,0.12,2.99995168829421,0.12,2.999951461048779,0.12,2.99995126631393,0.12,2.999951095583408,0.12,2.999950943329543,0.12,2.999950805752071
0.18,2.999838710905392,0.18,2.999835829836363,0.18,2.999834066139512,0.18,2.999832773705394,0.18,2.999831744331959,0.18,2.999830883690685,0.18,2.99983014085453,0.18,2.999829485084689,0.18,2.999828896375661,0.18,2.99982836096008
0.24,2.999451539241365,0.24,2.999440938045574,0.24,2.99943429819914,0.24,2.999429328996992,0.24,2.99942529314846,0.24,2.999421856264542,0.24,2.999418837459884,0.24,2.999416127508566,0.24,2.999413137583213,0.24,2.999410793332991
0.3,2.998218419384596,0.3,2.998178903438753,0.3,2.998152746315875,0.3,2.998130600651827,0.3,2.998112654047335,0.3,2.998096689804818,0.3,2.998082100997997,0.3,2.998068525236964,0.3,2.998055730305737,0.3,2.998043559344213
0.36,2.994727826422237,0.36,2.994577165938446,0.36,2.994460200734124,0.36,2.994363073181243,0.36,2.9942756702943,0.36,2.994195036289717,0.36,2.99411964668086,0.36,2.99404857204897,0.36,2.993981165344656,0.36,2.993916933712095
0.42,2.98665062403664,0.42,2.986089785801282,0.42,2.985638027501823,0.42,2.985225510826573,0.42,2.984889389082566,0.42,2.984564682119019,0.42,2.9842631428637,0.42,2.983980126166126,0.42,2.9837122083131,0.42,2.983456786813851
0.48,2.972084002954789,0.48,2.97038285063858,0.48,2.969026713632153,0.48,2.967863697991436,0.48,2.966824281648079,0.48,2.965867889145875,0.48,2.964971602825616,0.48,2.964120398750334,0.48,2.963304075342202,0.48,2.962515379880603
0.54,2.950634474235552,0.54,2.946792385924246,0.54,2.943766848864448,0.54,2.941140892879787,0.54,2.938748599764188,0.54,2.936507946564059,0.54,2.934372079002718,0.54,2.932311451184031,0.54,2.930306055360332,0.54,2.928341592506989
0.6000000000000001,2.922113412106932,0.6000000000000001,2.914920280825479,0.6000000000000001,2.909156871733176,0.6000000000000001,2.904040839748681,0.6000000000000001,2.899285478432309,0.6000000000000001,2.894750978500186,0.6000000000000001,2.890357062048095,0.6000000000000001,2.886052433554323,0.6000000000000001,2.881801703658081,0.6000000000000001,2.877578980653067
0.6600000000000001,2.88545843801937,0.6600000000000001,2.873235286245279,0.6600000000000001,2.863174625629753,0.6600000000000001,2.854034011195412,0.6600000000000001,2.845366149256266,0.6600000000000001,2.836950966540145,0.6600000000000001,2.828659990201324,0.6600000000000001,2.820409433844947,0.6600000000000001,2.812140199601984,0.6600000000000001,2.803808122955238
0.7200000000000002,2.839128531165195,0.7200000000000002,2.819521396931067,0.7200000000000002,2.802914963053259,0.7200000000000002,2.787484710135878,0.7200000000000002,2.772574338311086,0.7200000000000002,2.757859966232874,0.7200000000000002,2.743153809494054,0.7200000000000002,2.728336658153761,0.7200000000000002,2.713329332130319,0.7200000000000002,2.698078924133468
0.7800000000000002,2.781663943130399,0.7800000000000002,2.751549958724996,0.7800000000000002,2.725376828953296,0.7800000000000002,2.700614456831242,0.7800000000000002,2.676373520771305,0.7800000000000002,2.652240919777293,0.7800000000000002,2.628006261214337,0.7800000000000002,2.603566181820383,0.7800000000000002,2.578881785560676,0.7800000000000002,2.553955748255531
0.8400000000000003,2.711981616974122,0.8400000000000003,2.667606230560097,0.8400000000000003,2.628347945513305,0.8400000000000003,2.590914618948509,0.8400000000000003,2.554243326481189,0.8400000000000003,2.517922981167506,0.8400000000000003,2.481811729516751,0.8400000000000003,2.445894655414675,0.8400000000000003,2.410216586466995,0.8400000000000003,2.374846210263111
0.9000000000000004,2.629593952802559,0.9000000000000004,2.567077637368373,0.9000000000000004,2.511510299335096,0.9000000000000004,2.458851716032994,0.9000000000000004,2.407932208747078,0.9000000000000004,2.358365758112022,0.9000000000000004,2.310040970480936,0.9000000000000004,2.262942785824415,0.9000000000000004,2.217081655166652,0.9000000000000004,2.172465772513552
0.9600000000000004,2.534818322494015,0.9600000000000004,2.450956599824105,0.9600000000000004,2.377108449340426,0.9600000000000004,2.308348702580677,0.9600000000000004,2.243234220597845,0.9600000000000004,2.181188682435792,0.9600000000000004,2.121909533020807,0.9600000000000004,2.065187935978685,0.9600000000000004,2.010849409336621,0.9600000000000004,1.95873473618832
1.02,2.428869251941559,1.02,2.321821755599077,1.02,2.229381989889869,1.02,2.145244760645653,1.02,2.067283609770736,1.02,1.994420795781425,1.02,1.92595466266644,1.02,1.861358662716314,1.02,1.80020817034387,1.02,1.742148474790106
1.080000000000001,2.31371868331369,1.080000000000001,2.183198141840613,1.080000000000001,2.073190071522014,1.080000000000001,1.975297104246986,1.080000000000001,1.886304808730709,1.080000000000001,1.80442692591022,1.080000000000001,1.728472713371178,1.080000000000001,1.657570268127865,1.080000000000001,1.591047199428049,1.080000000000001,1.528368360393894
1.140000000000001,2.191762344324453,1.140000000000001,2.038746164499662,1.140000000000001,1.912931103382309,1.140000000000001,1.803203123755304,1.140000000000001,1.705025326405057,1.140000000000001,1.615835868890692,1.140000000000001,1.533954872576669,1.140000000000001,1.458188088698612,1.140000000000001,1.387643494669444,1.140000000000001,1.321632137111245
1.200000000000001,2.065458957868216,1.200000000000001,1.891737197269277,1.200000000000001,1.752176754390739,1.200000000000001,1.632576667455047,1.200000000000001,1.527012549276654,1.200000000000001,1.432168439721115,1.200000000000001,1.345915516711773,1.200000000000001,1.266775945582665,1.200000000000001,1.19367054476184,1.200000000000001,1.125782520500281
1.260000000000001,1.937083410880664,1.260000000000001,1.744898646446957,1.260000000000001,1.593768177070896,1.260000000000001,1.466283366813604,1.260000000000001,1.355172686006581,1.260000000000001,1.2564253399186,1.260000000000001,1.16751353209002,1.260000000000001,1.086713175734765,1.260000000000001,1.012784284596465,1.260000000000001,0.9447996121107387
1.320000000000001,1.808625444469181,1.320000000000001,1.600478742157879,1.320000000000001,1.440049544689377,1.320000000000001,1.306772734769341,1.320000000000001,1.192116334943466,1.320000000000001,1.091438693919691,1.320000000000001,1.001852976257061,1.320000000000001,0.9214096511886278,1.320000000000001,0.8487136201406303,1.320000000000001,0.7827205251486413
1.380000000000001,1.681789941321857,1.380000000000001,1.460376198106165,1.380000000000001,1.293066279209107,1.380000000000001,1.156279040632178,1.380000000000001,1.040310399593324,1.380000000000001,0.9399287535336261,1.380000000000001,0.8518956189415686,1.380000000000001,0.7740196367196296,1.380000000000001,0.7047175391783927,1.380000000000001,0.6427842790180446
1.440000000000001,1.558040894364069,1.440000000000001,1.326247091082453,1.440000000000001,1.154662620852392,1.440000000000001,1.016849191239955,1.440000000000001,0.9019815477512169,1.440000000000001,0.804228937596953,1.440000000000001,0.7199584328127303,1.440000000000001,0.6466783195729469,1.440000000000001,0.5825568723483465,1.440000000000001,0.5261772163926272
1.500000000000001,1.438647403905295,1.500000000000001,1.199551583010646,1.500000000000001,1.026458291113795,1.500000000000001,0.8901918834517439,1.500000000000001,0.778793444971127,1.500000000000001,0.6857717010102524,1.500000000000001,0.6070301106719043,1.500000000000001,0.5397239249819994,1.500000000000001,0.48174920941865,1.500000000000001,0.4314850425662096
1.560000000000001,1.32470944825018,1.560000000000001,1.081531095121542,1.560000000000001,0.9097173453716177,1.560000000000001,0.7774094652809157,1.560000000000001,0.6714592741163228,1.560000000000001,0.5846583564555183,1.560000000000001,0.5124282400574776,1.560000000000001,0.4515988399043996,1.560000000000001,0.3998581037095487,1.560000000000001,0.3554651577877358
1.620000000000001,1.217155752770671,1.620000000000001,0.973129370542819,1.620000000000001,0.805170589309943,1.620000000000001,0.6787643894436893,1.620000000000001,0.5795593147449154,1.620000000000001,0.499668673887794,1.620000000000001,0.434125091344731,1.620000000000001,0.3795543669989423,1.620000000000001,0.3335588089731269,1.620000000000001,0.2943836965235633
1.680000000000001,1.116717308004329,1.680000000000001,0.8748954173301197,1.680000000000001,0.7128935939424628,1.680000000000001,0.5936457034954742,1.680000000000001,0.5017208552633351,1.680000000000001,0.4287259259111133,1.680000000000001,0.3694839187500471,1.680000000000001,0.3205699185895798,1.680000000000001,0.2796148745346403,1.680000000000001,0.2449266209787106
1.740000000000001,1.023889533998426,1.740000000000001,0.7869212894221704,1.740000000000001,0.63232488178656,1.740000000000001,0.5207756757207329,1.740000000000001,0.4360467770216763,1.740000000000001,0.3694906853989925,1.740000000000001,0.3159091535317144,1.740000000000001,0.2719492067090786,1.740000000000001,0.2353414143408487,1.740000000000001,0.2044921590178507
1.800000000000001,0.9389019386014641,1.800000000000001,0.7088555581901741,1.800000000000001,0.562426829705084,1.800000000000001,0.4585396879697087,1.800000000000001,0.3805442438504178,1.800000000000001,0.3197842499087427,1.800000000000001,0.2711810510881073,1.800000000000001,0.2315242297294073,1.800000000000001,0.1986733293302054,1.800000000000001,0.1711405629553411
1.860000000000001,0.8617127179020199,1.860000000000001,0.639995327570181,1.860000000000001,0.5019129305953051,1.860000000000001,0.4052840135962712,1.860000000000001,0.3333985496417426,1.860000000000001,0.2777747535196993,1.860000000000001,0.2335334894530527,1.860000000000001,0.197633937519114,1.860000000000001,0.1680670185767306,1.860000000000001,0.1434429355515214
1.920000000000001,0.7920361861022371,1.920000000000001,0.5794223300100475,1.920000000000001,0.4494525584952786,1.920000000000001,0.3595015720375488,1.920000000000001,0.2930842213903231,1.920000000000001,0.2420019573395707,1.920000000000001,0.2016061885952233,1.920000000000001,0.1690253376356714,1.920000000000001,0.1423703426772594,1.920000000000001,0.1203355340868556
1.980000000000001,0.7293978648296129,1.980000000000001,0.526137557752439,1.980000000000001,0.4038064435464706,1.980000000000001,0.31990935052967,1.980000000000001,0.2583728046367953,1.980000000000001,0.211329246088647,1.980000000000001,0.1743604348086005,1.980000000000001,0.1447495795449585,1.980000000000001,0.1207109584057127,1.980000000000001,0.1010081484410956
2.040000000000001,0.6732028524356238,2.040000000000001,0.4791636838455942,2.040000000000001,0.363891837228507,2.040000000000001,0.2854561335504385,2.040000000000001,0.2282944243362573,2.040000000000001,0.1848767984281657,2.040000000000001,0.1509983630234342,2.040000000000001,0.124077065302468,2.040000000000001,0.1024131981032768,2.040000000000001,0.0848261793941405
2.100000000000001,0.6228018068266684,2.100000000000001,0.4376067460731468,2.100000000000001,0.3287982684163088,2.100000000000001,0.2552969589431727,2.100000000000001,0.2020872577104453,2.100000000000001,0.1619595962412499,2.100000000000001,0.1308981258333027,2.100000000000001,0.1064347186127669,2.100000000000001,0.08694008946236009,2.100000000000001,0.07127871052945678
2.160000000000001,0.5775438838728292,2.160000000000001,0.4006835382695077,2.160000000000001,0.297776327121495,2.160000000000001,0.2287571548022839,2.160000000000001,0.1791503518019439,2.160000000000001,0.142037455929417,2.160000000000001,0.1135656933479755,2.160000000000001,0.09136182933389188,2.160000000000001,0.07385426394270062,2.160000000000001,0.05994477493416996
2.220000000000002,0.5368127735880064,2.220000000000002,0.3677261459365018,2.220000000000002,0.2702153378679047,2.220000000000002,0.2052971982719505,2.220000000000002,0.1590048240690687,2.220000000000002,0.1246772910715433,2.220000000000002,0.09860038485979578,2.220000000000002,0.07847977053810351,2.220000000000002,0.0627920838971074,2.220000000000002,0.05047168260205419
2.280000000000002,0.5000470976687099,2.280000000000002,0.3381739208283123,2.280000000000002,0.2456188700749842,2.280000000000002,0.1844826808729685,2.280000000000002,0.1412638412278053,2.280000000000002,0.1095255526221903,2.280000000000002,0.08567072988793528,2.280000000000002,0.06747151534005126,2.280000000000002,0.05344663157774465,2.280000000000002,0.04256100070094927
2.340000000000002,0.4667488581493838,2.340000000000002,0.3115600352810924,2.340000000000002,0.2235822556342771,2.340000000000002,0.1659602465782878,2.340000000000002,0.1256101185745327,2.340000000000002,0.09628846067110688,2.340000000000002,0.07449774665217214,2.340000000000002,0.05806784112397984,2.340000000000002,0.04555643114011389,2.340000000000002,0.03595917866006923
2.400000000000002,0.4364839795591742,2.400000000000002,0.2874968076370915,2.400000000000002,0.2037735838401299,2.400000000000002,0.1494389657998394,2.400000000000002,0.1117793420209563,2.400000000000002,0.08471795639725636,2.400000000000002,0.06484339743293474,2.400000000000002,0.05003796907137662,2.400000000000002,0.03889774772315492,2.400000000000002,0.03045086449001758
2.460000000000002,0.408878292201206,2.460000000000002,0.2656619159193728,2.460000000000002,0.1859183263145738,2.460000000000002,0.134676184660543,2.460000000000002,0.09954806190569522,2.460000000000002,0.07460175152662091,2.460000000000002,0.05650257718091559,2.460000000000002,0.04318306304525898,2.460000000000002,0.033279037175629,2.460000000000002,0.02585372107294914
2.520000000000002,0.38361132705321,2.520000000000002,0.2457863682818339,2.520000000000002,0.1697872002636409,2.520000000000002,0.1214668807120571,2.520000000000002,0.0887248845875236,2.520000000000002,0.06575626167851213,2.520000000000002,0.04929746261126119,2.520000000000002,0.03733151947248418,2.520000000000002,0.02853664981986742,2.520000000000002,0.02201407583662822
2.580000000000002,0.3604094201021711,2.580000000000002,0.2276444298131419,2.580000000000002,0.1551867183626977,2.580000000000002,0.1096356934298487,2.580000000000002,0.07914406001605011,2.580000000000002,0.05802153822624504,2.580000000000002,0.04307340463268539,2.580000000000002,0.03233535170703675,2.580000000000002,0.02453126196977371,2.580000000000002,0.01880307355975681
2.640000000000002,0.3390389781867498,2.640000000000002,0.2110453880878867,2.640000000000002,0.141951883512152,2.640000000000002,0.09903096385548595,2.640000000000002,0.07066079054177161,2.640000000000002,0.05125756416611364,2.640000000000002,0.03769581023797215,2.640000000000002,0.02806723741492882,2.640000000000002,0.02114475366194033,2.640000000000002,0.01611319701413137
2.700000000000002,0.3193003319444542,2.700000000000002,0.1958269161612222,2.700000000000002,0.1299405594545114,2.700000000000002,0.08952026888739774,2.700000000000002,0.06314776382864552,2.700000000000002,0.04534146741331595,2.700000000000002,0.03304765148376586,2.700000000000002,0.02441797899564986,2.700000000000002,0.01827740052275692,2.700000000000002,0.01385511752724617
2.760000000000002,0.3010223428718397,2.760000000000002,0.181849765522539,2.760000000000002,0.1190291346963805,2.760000000000002,0.08098705981397367,2.760000000000002,0.05649254789554711,2.760000000000002,0.04016534409610487,2.760000000000002,0.02902737498097108,2.760000000000002,0.0212942443683361,2.760000000000002,0.01584532932574684,2.760000000000002,0.01195487461270691
2.820000000000002,0.2840577868194552,2.820000000000002,0.1689935394284764,2.820000000000002,0.1091091773169374,2.820000000000002,0.07332811197952524,2.820000000000002,0.05059558796812546,2.820000000000002,0.03563448608639017,2.820000000000002,0.02554707806221693,2.820000000000002,0.01861652553351471,2.820000000000002,0.01377822413548354,2.820000000000002,0.01035138870431864
2.880000000000002,0.2682794629090788,2.880000000000002,0.157153331252618,2.880000000000002,0.100084845648285,2.880000000000002,0.06645156715299741,2.880000000000002,0.04536862074537196,2.880000000000002,0.03166587978180335,2.880000000000002,0.02253087793984869,2.880000000000002,0.01631728973675766,2.880000000000002,0.01201728143462666,2.880000000000002,0.008994302392961064
2.940000000000002,0.2535769454739901,2.940000000000002,0.1462370495993788,2.940000000000002,0.09187087391044667,2.940000000000002,0.0602754069538825,2.940000000000002,0.04073337792519939,2.940000000000002,0.02818689372093392,2.940000000000002,0.01991343655046821,2.940000000000002,0.01433931464852672,2.940000000000002,0.01051341129140365,2.940000000000002,0.007842134074340411
3,0.2398538884035361,3,0.1361632861037329,3,0.08439099427676822,3,0.05472623868225622,3,0.03662049195957899,3,0.02513410635658519,3,0.01763862374862169,3,0.01263420363040072,3,0.009225675593457024,3,0.006860718579498857
