Total; tran P (inv_lM0=4e-06) X,Total; tran P (inv_lM0=4e-06) Y,Total; tran P (inv_lM0=8e-06) X,Total; tran P (inv_lM0=8e-06) Y,frequency (inv_lM0=4e-06) X,frequency (inv_lM0=4e-06) Y,frequency (inv_lM0=8e-06) X,frequency (inv_lM0=8e-06) Y,/w_out (inv_lM0=4e-06) X,/w_out (inv_lM0=4e-06) Y,/w_out (inv_lM0=8e-06) X,/w_out (inv_lM0=8e-06) Y,/net1 (inv_lM0=4e-06) X,/net1 (inv_lM0=4e-06) Y,/net1 (inv_lM0=8e-06) X,/net1 (inv_lM0=8e-06) Y
3.733749423023184e-07,0.001973000732590175,4.712139232177607e-07,0.001325338141366655,  ,  ,  ,  ,3.733749423023184e-07,0.1395843888788524,4.712139232177607e-07,3.001242588608966,3.733749423023184e-07,3.001654674622395,4.712139232177607e-07,0.03101050308321933
3.754865090037759e-07,0.001971181067578805,4.752611799800822e-07,0.001341935236189913,  ,  ,  ,  ,3.754865090037759e-07,0.1379693710174509,4.752611799800822e-07,3.001174430184991,3.754865090037759e-07,3.001566421164843,4.752611799800822e-07,0.03102321340241118
3.776343940543367e-07,0.001996096515051324,4.790227408909564e-07,0.001364128799109008,  ,  ,  ,  ,3.776343940543367e-07,0.1413137706643844,4.790227408909564e-07,3.001467156978365,3.776343940543367e-07,3.001840587158928,4.790227408909564e-07,0.03103910958168377
3.798159940051986e-07,0.00202273373020976,4.836343395396077e-07,0.001378442914837124,  ,  ,  ,  ,3.798159940051986e-07,0.1636246376819807,4.836343395396077e-07,3.002518601385632,3.798159940051986e-07,3.003225009244439,4.836343395396077e-07,0.03103360068538147
3.818345289548162e-07,0.002029039211526984,4.880189773521647e-07,0.001369744345594868,  ,  ,  ,  ,3.818345289548162e-07,0.219049140538559,4.880189773521647e-07,3.005547144887109,3.818345289548162e-07,3.006152215514867,4.880189773521647e-07,0.03105700080988269
3.848027506731616e-07,0.002002486001233819,4.928274225659709e-07,0.001342648232115276,  ,  ,  ,  ,3.848027506731616e-07,0.4216366035802575,4.928274225659709e-07,3.013968063890766,3.848027506731616e-07,3.013897035309645,4.928274225659709e-07,0.03102937532145694
3.869438512072726e-07,0.001976827570608301,4.969530828286265e-07,0.001325411519302919,  ,  ,  ,  ,3.869438512072726e-07,0.6669988601234645,4.969530828286265e-07,3.004903999790204,3.869438512072726e-07,3.014057515596037,4.969530828286265e-07,0.02938947169642843
3.891013489231456e-07,0.001969135889720178,5.007873641095572e-07,0.001330050619423942,  ,  ,  ,  ,3.891013489231456e-07,1.007747539419723,5.007873641095572e-07,2.941468926733463,3.891013489231456e-07,2.986020457410153,5.007873641095572e-07,0.02667584707603722
3.912595145819686e-07,0.001990895636328341,5.049625449532638e-07,0.001354850981852227,  ,  ,  ,  ,3.912595145819686e-07,1.405148438845842,5.049625449532638e-07,2.767293222374757,3.912595145819686e-07,2.883886488432827,5.049625449532638e-07,0.02620697526739078
3.934919083305355e-07,0.002019842687643093,5.091167838426804e-07,0.001375096019716304,  ,  ,  ,  ,3.934919083305355e-07,1.737778724388415,5.091167838426804e-07,2.469577292421483,3.934919083305355e-07,2.665368674898072,5.091167838426804e-07,0.03639485318390186
3.953774541217569e-07,0.002029832429320781,5.134438481183258e-07,0.001377203612762974,  ,  ,  ,  ,3.953774541217569e-07,1.952929458808468,5.134438481183258e-07,2.030090465725364,3.953774541217569e-07,2.395681933582231,5.134438481183258e-07,0.07790065284408747
3.974985246285072e-07,0.002017951016507222,5.176302317496121e-07,0.001359884181759426,  ,  ,  ,  ,3.974985246285072e-07,2.136353222124689,5.176302317496121e-07,1.511086596407107,3.974985246285072e-07,2.004978446278138,5.176302317496121e-07,0.199920790590189
3.99755237169357e-07,0.00198980305872924,5.219502344327489e-07,0.001334207369313354,  ,  ,  ,  ,3.99755237169357e-07,2.282924238420847,5.219502344327489e-07,0.9796820293178122,3.99755237169357e-07,1.530511378494981,5.219502344327489e-07,0.4984499994350443
4.018093887439041e-07,0.001970261114320332,5.260189324350779e-07,0.001325055899958272,  ,  ,  ,  ,4.018093887439041e-07,2.39314932439754,5.260189324350779e-07,0.5845735014331878,4.018093887439041e-07,1.10927379771443,5.260189324350779e-07,0.8828053975184115
4.039485087728395e-07,0.001975393468120007,5.299536692848934e-07,0.001339704244765646,  ,  ,  ,  ,4.039485087728395e-07,2.50260368017689,5.299536692848934e-07,0.32125498868346,4.039485087728395e-07,0.7671017880874308,5.299536692848934e-07,1.241734509433017
4.060830768360563e-07,0.002002661714923071,5.336809736691635e-07,0.001361898636011979,  ,  ,  ,  ,4.060830768360563e-07,2.605656435120833,5.336809736691635e-07,0.1908315690008514,4.060830768360563e-07,0.5211770384446263,5.336809736691635e-07,1.528265369320896
4.082466681725127e-07,0.002025922177787064,5.382029194188872e-07,0.001377803040889683,  ,  ,  ,  ,4.082466681725127e-07,2.700714009301797,5.382029194188872e-07,0.1193439511246754,4.082466681725127e-07,0.3565403386658121,5.382029194188872e-07,1.793340077843801
4.105928724950579e-07,0.002025266535362885,5.42770718908339e-07,0.001370756803851081,  ,  ,  ,  ,4.105928724950579e-07,2.791806619325459,5.42770718908339e-07,0.07994104536237914,4.105928724950579e-07,0.2707728020037597,5.42770718908339e-07,1.989913063037051
4.132037905940575e-07,0.001996470926425994,5.476585452514748e-07,0.001343851392389951,  ,  ,  ,  ,4.132037905940575e-07,2.86799979278496,5.476585452514748e-07,0.05962013848619493,4.132037905940575e-07,0.2215264513961134,5.476585452514748e-07,2.15293875863611
4.15335627002791e-07,0.001972997817430717,5.518272732071191e-07,0.001325716492312103,  ,  ,  ,  ,4.15335627002791e-07,2.911781436204288,5.518272732071191e-07,0.05015838497151916,4.15335627002791e-07,0.1961887466117424,5.518272732071191e-07,2.278221243886162
4.174469571187098e-07,0.001971182050196636,5.556920118530134e-07,0.001329388100600005,  ,  ,  ,  ,4.174469571187098e-07,2.9430356707265,5.556920118530134e-07,0.04483523662227559,4.174469571187098e-07,0.180209038493514,5.556920118530134e-07,2.390618275769292
4.195960688402841e-07,0.001996118225540658,5.598679140867256e-07,0.001353971934709818,  ,  ,  ,  ,4.195960688402841e-07,2.965314204197956,5.598679140867256e-07,0.04155274298720996,4.195960688402841e-07,0.1694309640948025,5.598679140867256e-07,2.517640651842759
4.21778067454685e-07,0.002022748734061568,5.640081391081786e-07,0.001374601344659069,  ,  ,  ,  ,4.21778067454685e-07,2.980640578901191,5.640081391081786e-07,0.03909838360006027,4.21778067454685e-07,0.161611457439135,5.640081391081786e-07,2.639569034964626
4.237971814703103e-07,0.002029031689458769,5.682215340183794e-07,0.001377658075078979,  ,  ,  ,  ,4.237971814703103e-07,2.990196868091118,5.682215340183794e-07,0.03691242131403432,4.237971814703103e-07,0.1565768654282162,5.682215340183794e-07,2.74353239037152
4.267654801638571e-07,0.002002449252036945,5.724176002530198e-07,0.001361238188761317,  ,  ,  ,  ,4.267654801638571e-07,2.998818059649076,5.724176002530198e-07,0.03546702703212484,4.267654801638571e-07,0.1510474873181751,5.724176002530198e-07,2.827701637442124
4.289062325474098e-07,0.001976803768019068,5.767461230567567e-07,0.001335342136609371,  ,  ,  ,  ,4.289062325474098e-07,3.002295709241388,5.767461230567567e-07,0.0341852059054276,4.289062325474098e-07,0.148191026965356,5.767461230567567e-07,2.892863014205552
4.310636669806532e-07,0.001969144189290648,5.808211981929588e-07,0.001324856492277652,  ,  ,  ,  ,4.310636669806532e-07,3.004434267349315,5.808211981929588e-07,0.03331331132353973,4.310636669806532e-07,0.1462565998377135,5.808211981929588e-07,2.936227592850642
4.332215479723056e-07,0.001990923128221459,5.846767066137176e-07,0.001337804233895204,  ,  ,  ,  ,4.332215479723056e-07,3.005628218077207,5.846767066137176e-07,0.03268271593628447,4.332215479723056e-07,0.1449099964554743,5.846767066137176e-07,2.964025741911419
4.354536051458242e-07,0.002019856239497563,5.883902928566621e-07,0.001360056021014558,  ,  ,  ,  ,4.354536051458242e-07,3.006226730048426,5.883902928566621e-07,0.03225949851571461,4.354536051458242e-07,0.1439616942782885,5.883902928566621e-07,2.981776036483537
4.373394407730868e-07,0.002029833093378315,5.92841461472867e-07,0.001377251424154679,  ,  ,  ,  ,4.373394407730868e-07,3.006409270554834,5.92841461472867e-07,0.03190258497969051,4.373394407730868e-07,0.1434316701172713,5.92841461472867e-07,2.994824399583639
4.39456644928857e-07,0.002017971137858535,5.976153712608565e-07,0.001371592998217344,  ,  ,  ,  ,4.39456644928857e-07,3.006395875350911,5.976153712608565e-07,0.03166572711802039,4.39456644928857e-07,0.1430230473551805,5.976153712608565e-07,3.002352448109746
4.417131272786164e-07,0.001989830020399549,6.023090588540891e-07,0.001346314468702824,  ,  ,  ,  ,4.417131272786164e-07,3.006229467629914,6.023090588540891e-07,0.03152164870201511,4.417131272786164e-07,0.1427440411217199,6.023090588540891e-07,3.005897831690247
4.437666220004715e-07,0.001970274838549014,6.065319055122918e-07,0.001326542995243487,  ,  ,  ,  ,4.437666220004715e-07,3.00600260301165,6.065319055122918e-07,0.03143664238799358,4.437666220004715e-07,0.1425926430850912,6.065319055122918e-07,3.007195199026113
4.459058468119498e-07,0.00197536606087739,6.104114304250164e-07,0.001328165183421231,  ,  ,  ,  ,4.459058468119498e-07,3.005728299461583,6.104114304250164e-07,0.03138498096866694,4.459058468119498e-07,0.1424938655510468,6.104114304250164e-07,3.007549112459321
4.480403559235424e-07,0.002002623667266088,6.145871277846268e-07,0.001352039136734108,  ,  ,  ,  ,4.480403559235424e-07,3.00544138397524,6.145871277846268e-07,0.03134355111737432,4.480403559235424e-07,0.1424375899441585,6.145871277846268e-07,3.007456044894641
4.502039992804623e-07,0.002025906245176362,6.186979025563098e-07,0.001373486069460825,  ,  ,  ,  ,4.502039992804623e-07,3.005152148324034,6.186979025563098e-07,0.03131303639098453,4.502039992804623e-07,0.1424083237725738,6.186979025563098e-07,3.007126335761203
4.525476904004012e-07,0.002025301478948499,6.227630597280489e-07,0.001378452775822608,  ,  ,  ,  ,4.525476904004012e-07,3.004850474721451,6.227630597280489e-07,0.03128877394141116,4.525476904004012e-07,0.1423957597770802,6.227630597280489e-07,3.006706176554049
4.551601975088553e-07,0.001996519709880603,6.269609309031466e-07,0.001363935483450195,  ,  ,  ,  ,4.551601975088553e-07,3.004534805172469,6.269609309031466e-07,0.0312665321902179,4.551601975088553e-07,0.1423953792194212,6.269609309031466e-07,3.006248606705915
4.57292024604791e-07,0.001973026288661246,  ,  ,  ,  ,  ,  ,4.57292024604791e-07,3.004295224472813,  ,  ,4.57292024604791e-07,0.1424011759122739,  ,  
4.594034984962401e-07,0.001971155246862295,  ,  ,  ,  ,  ,  ,4.594034984962401e-07,3.004074047381759,  ,  ,4.594034984962401e-07,0.1424092396016856,  ,  
4.615526551677611e-07,0.001996064461457387,  ,  ,  ,  ,  ,  ,4.615526551677611e-07,3.003864925435978,  ,  ,4.615526551677611e-07,0.1424192342529908,  ,  
4.637345859154235e-07,0.002022717182087898,  ,  ,  ,  ,  ,  ,4.637345859154235e-07,3.00366810517244,  ,  ,4.637345859154235e-07,0.1424296526500569,  ,  
4.657515218616942e-07,0.002029050920361261,  ,  ,  ,  ,  ,  ,4.657515218616942e-07,3.003498883277114,  ,  ,4.657515218616942e-07,0.1424386294518304,  ,  
4.687240490648444e-07,0.002002483373595982,  ,  ,  ,  ,  ,  ,4.687240490648444e-07,3.003269616444429,  ,  ,4.687240490648444e-07,0.1424505572579086,  ,  
4.708649613337863e-07,0.00197682579216363,  ,  ,  ,  ,  ,  ,4.708649613337863e-07,3.003118272128721,  ,  ,4.708649613337863e-07,0.1424583680062992,  ,  
4.730230082935662e-07,0.00196914023432274,  ,  ,  ,  ,  ,  ,4.730230082935662e-07,3.002976120561846,  ,  ,4.730230082935662e-07,0.1424658052077104,  ,  
4.751809373288689e-07,0.001990904849921206,  ,  ,  ,  ,  ,  ,4.751809373288689e-07,3.002843390559595,  ,  ,4.751809373288689e-07,0.1424725095598455,  ,  
4.774133295262518e-07,0.002019846022481159,  ,  ,  ,  ,  ,  ,4.774133295262518e-07,3.002715136724086,  ,  ,4.774133295262518e-07,0.1424787787899705,  ,  
4.792989951972304e-07,0.002029833447526509,  ,  ,  ,  ,  ,  ,4.792989951972304e-07,3.002613352000189,  ,  ,4.792989951972304e-07,0.1424835662918598,  ,  
4.814164147165153e-07,0.002017982374335585,  ,  ,  ,  ,  ,  ,4.814164147165153e-07,3.00250570852392,  ,  ,4.814164147165153e-07,0.1424884551438863,  ,  
4.836730859131623e-07,0.001989840815851635,  ,  ,  ,  ,  ,  ,4.836730859131623e-07,3.002398141043241,  ,  ,4.836730859131623e-07,0.1424931430346096,  ,  
4.857266577945584e-07,0.001970278712651587,  ,  ,  ,  ,  ,  ,4.857266577945584e-07,3.002306203523491,  ,  ,4.857266577945584e-07,0.142497070156693,  ,  
4.87865769631539e-07,0.001975357488034343,  ,  ,  ,  ,  ,  ,4.87865769631539e-07,3.002216692540968,  ,  ,4.87865769631539e-07,0.1425007545793804,  ,  
4.900003047697641e-07,0.002002612054010907,  ,  ,  ,  ,  ,  ,4.900003047697641e-07,3.002131966741196,  ,  ,4.900003047697641e-07,0.1425037228908937,  ,  
4.921639485452875e-07,0.002025901146069697,  ,  ,  ,  ,  ,  ,4.921639485452875e-07,3.00204565576159,  ,  ,4.921639485452875e-07,0.1425062287308435,  ,  
4.945069253947906e-07,0.002025311751042027,  ,  ,  ,  ,  ,  ,4.945069253947906e-07,3.001942452655377,  ,  ,4.945069253947906e-07,0.1425093764848144,  ,  
4.971199267232413e-07,0.001996533936926247,  ,  ,  ,  ,  ,  ,4.971199267232413e-07,3.001810100544206,  ,  ,4.971199267232413e-07,0.1425160693595001,  ,  
4.992517585021166e-07,0.001973034528435699,  ,  ,  ,  ,  ,  ,4.992517585021166e-07,3.001655831411698,  ,  ,4.992517585021166e-07,0.1425232314516602,  ,  
5.013632778732167e-07,0.001971147628515473,  ,  ,  ,  ,  ,  ,5.013632778732167e-07,3.001566106020732,  ,  ,5.013632778732167e-07,0.142546136554919,  ,  
5.035124490090697e-07,0.001996049719114891,  ,  ,  ,  ,  ,  ,5.035124490090697e-07,3.001839163872231,  ,  ,5.035124490090697e-07,0.1425745324920178,  ,  
5.056944661981953e-07,0.002022709500310631,  ,  ,  ,  ,  ,  ,5.056944661981953e-07,3.003222059903365,  ,  ,5.056944661981953e-07,0.1425685930511911,  ,  
5.077108353295963e-07,0.002029055575307472,  ,  ,  ,  ,  ,  ,5.077108353295963e-07,3.006142321877444,  ,  ,5.077108353295963e-07,0.142404321194063,  ,  
5.106844468733272e-07,0.002002491137355863,  ,  ,  ,  ,  ,  ,5.106844468733272e-07,3.013894766731843,  ,  ,5.106844468733272e-07,0.1415753068847043,  ,  
5.128253839599329e-07,0.001976830808196428,  ,  ,  ,  ,  ,  ,5.128253839599329e-07,3.014055469382583,  ,  ,5.128253839599329e-07,0.1400001415340092,  ,  
5.149835863482084e-07,0.001969139320120066,  ,  ,  ,  ,  ,  ,5.149835863482084e-07,2.986001357401192,  ,  ,5.149835863482084e-07,0.1382842981103827,  ,  
5.171415181255822e-07,0.001990900730775484,  ,  ,  ,  ,  ,  ,5.171415181255822e-07,2.883861382466032,  ,  ,5.171415181255822e-07,0.1397342261366426,  ,  
5.193739872126107e-07,0.002019843813517312,  ,  ,  ,  ,  ,  ,5.193739872126107e-07,2.665286208338079,  ,  ,5.193739872126107e-07,0.1577796375291413,  ,  
5.212596149626596e-07,0.002029833610992408,  ,  ,  ,  ,  ,  ,5.212596149626596e-07,2.39560770161645,  ,  ,5.212596149626596e-07,0.2018394944257073,  ,  
5.233770915973924e-07,0.002017984864194965,  ,  ,  ,  ,  ,  ,5.233770915973924e-07,2.005613559137021,  ,  ,5.233770915973924e-07,0.3070580470345152,  ,  
5.256338021302286e-07,0.001989843194396848,  ,  ,  ,  ,  ,  ,5.256338021302286e-07,1.531196120558328,  ,  ,5.256338021302286e-07,0.5213780022822628,  ,  
5.276873918479963e-07,0.001970279564184154,  ,  ,  ,  ,  ,  ,5.276873918479963e-07,1.109984559328611,  ,  ,5.276873918479963e-07,0.8103876561955746,  ,  
5.298264776613113e-07,0.001975355636138974,  ,  ,  ,  ,  ,  ,5.298264776613113e-07,0.7675723818785758,  ,  ,5.298264776613113e-07,1.181781473664837,  ,  
5.319610185800726e-07,0.002002609548263722,  ,  ,  ,  ,  ,  ,5.319610185800726e-07,0.5215146381558265,  ,  ,5.319610185800726e-07,1.54328560526801,  ,  
5.341246614572002e-07,0.002025900056910998,  ,  ,  ,  ,  ,  ,5.341246614572002e-07,0.3567547956174961,  ,  ,5.341246614572002e-07,1.833364302542661,  ,  
5.364674836671071e-07,0.002025314015924079,  ,  ,  ,  ,  ,  ,5.364674836671071e-07,0.2709547663399945,  ,  ,5.364674836671071e-07,2.0666059751967,  ,  
5.390805910324199e-07,0.00199653236550664,  ,  ,  ,  ,  ,  ,5.390805910324199e-07,0.2215852329494406,  ,  ,5.390805910324199e-07,2.25218088167291,  ,  
5.412123637939648e-07,0.001973036486523299,  ,  ,  ,  ,  ,  ,5.412123637939648e-07,0.1962357093225712,  ,  ,5.412123637939648e-07,2.369690038753227,  ,  
5.433241081378675e-07,0.00197114786478988,  ,  ,  ,  ,  ,  ,5.433241081378675e-07,0.1802350729693792,  ,  ,5.433241081378675e-07,2.477440519367333,  ,  
5.454720910970371e-07,0.001996032596211032,  ,  ,  ,  ,  ,  ,5.454720910970371e-07,0.1694550833764849,  ,  ,5.454720910970371e-07,2.583868448388369,  ,  
5.476540753488554e-07,0.002022700064048284,  ,  ,  ,  ,  ,  ,5.476540753488554e-07,0.1616305078245846,  ,  ,5.476540753488554e-07,2.682027099391852,  ,  
5.496701360230998e-07,0.002029058680257053,  ,  ,  ,  ,  ,  ,5.496701360230998e-07,0.1565936061951311,  ,  ,5.496701360230998e-07,2.763385920287877,  ,  
5.526430545853303e-07,0.002002518971748794,  ,  ,  ,  ,  ,  ,5.526430545853303e-07,0.1510550142820008,  ,  ,5.526430545853303e-07,2.857536107684716,  ,  
5.54784266879366e-07,0.001976848953633717,  ,  ,  ,  ,  ,  ,5.54784266879366e-07,0.1481947452122704,  ,  ,5.54784266879366e-07,2.904400070250031,  ,  
5.569424429163489e-07,0.00196913215125147,  ,  ,  ,  ,  ,  ,5.569424429163489e-07,0.1462586602914778,  ,  ,5.569424429163489e-07,2.938381106755143,  ,  
5.5910061974919e-07,0.001990878331505064,  ,  ,  ,  ,  ,  ,5.5910061974919e-07,0.1449112635413339,  ,  ,5.5910061974919e-07,2.962209436900036,  ,  
5.613333429692041e-07,0.00201983338973245,  ,  ,  ,  ,  ,  ,5.613333429692041e-07,0.1439623623769501,  ,  ,5.613333429692041e-07,2.978854185616297,  ,  
5.632187314333828e-07,0.002029832982554151,  ,  ,  ,  ,  ,  ,5.632187314333828e-07,0.1434320997598373,  ,  ,5.632187314333828e-07,2.988419115151407,  ,  
5.653400393146495e-07,0.002017961286108367,  ,  ,  ,  ,  ,  ,5.653400393146495e-07,0.1430228154964078,  ,  ,5.653400393146495e-07,2.995686166358681,  ,  
5.675969206965928e-07,0.001989816366211403,  ,  ,  ,  ,  ,  ,5.675969206965928e-07,0.1427437860760603,  ,  ,5.675969206965928e-07,3.000537862772621,  ,  
5.696511650264299e-07,0.001970264943405349,  ,  ,  ,  ,  ,  ,5.696511650264299e-07,0.1425924608178914,  ,  ,5.696511650264299e-07,3.003277735583372,  ,  
5.717900897639971e-07,0.001975385584003368,  ,  ,  ,  ,  ,  ,5.717900897639971e-07,0.1424937629275559,  ,  ,5.717900897639971e-07,3.004981524284177,  ,  
5.739253679936441e-07,0.00200266038998043,  ,  ,  ,  ,  ,  ,5.739253679936441e-07,0.1424375184273214,  ,  ,5.739253679936441e-07,3.005900921598665,  ,  
5.760890912701484e-07,0.002025923125188225,  ,  ,  ,  ,  ,  ,5.760890912701484e-07,0.1424082882970021,  ,  ,5.760890912701484e-07,3.006323403990298,  ,  
5.78434909941031e-07,0.002025269587348229,  ,  ,  ,  ,  ,  ,5.78434909941031e-07,0.1423957426505536,  ,  ,5.78434909941031e-07,3.006423613182416,  ,  
5.810460225413996e-07,0.001996468844190089,  ,  ,  ,  ,  ,  ,5.810460225413996e-07,0.1423953847152034,  ,  ,5.810460225413996e-07,3.006282303223739,  ,  
5.831777452788305e-07,0.001972999860301109,  ,  ,  ,  ,  ,  ,5.831777452788305e-07,0.1424011888389542,  ,  ,5.831777452788305e-07,3.006060477389595,  ,  
5.85289325350324e-07,0.001971181633757335,  ,  ,  ,  ,  ,  ,5.85289325350324e-07,0.1424092561332786,  ,  ,5.85289325350324e-07,3.005795171805443,  ,  
5.874372065532667e-07,0.00199609751412876,  ,  ,  ,  ,  ,  ,5.874372065532667e-07,0.1424192465823861,  ,  ,5.874372065532667e-07,3.005507493514371,  ,  
5.896188099242972e-07,0.002022733869310696,  ,  ,  ,  ,  ,  ,5.896188099242972e-07,0.142429663168328,  ,  ,5.896188099242972e-07,3.005214376204011,  ,  
5.916373985689758e-07,0.00202903779714091,  ,  ,  ,  ,  ,  ,5.916373985689758e-07,0.1424386467959219,  ,  ,5.916373985689758e-07,3.004950870659331,  ,  
5.946055655790543e-07,0.00200248358133717,  ,  ,  ,  ,  ,  ,5.946055655790543e-07,0.1424505563047486,  ,  ,5.946055655790543e-07,3.004586024566432,  ,  
5.967466608186035e-07,0.0019768260022973,  ,  ,  ,  ,  ,  ,5.967466608186035e-07,0.1424583676279872,  ,  ,5.967466608186035e-07,3.00434194714389,  ,  
5.989041537312086e-07,0.001969136238453687,  ,  ,  ,  ,  ,  ,5.989041537312086e-07,0.1424658031764376,  ,  ,5.989041537312086e-07,3.004112858659376,  ,  
6.010623112979532e-07,0.00199089721958916,  ,  ,  ,  ,  ,  ,6.010623112979532e-07,0.1424725083572122,  ,  ,6.010623112979532e-07,3.00389999500388,  ,  
6.032946855697085e-07,0.0020198436161423,  ,  ,  ,  ,  ,  ,6.032946855697085e-07,0.1424787776858558,  ,  ,6.032946855697085e-07,3.003696033223521,  ,  
6.051802463439165e-07,0.002029832280474239,  ,  ,  ,  ,  ,  ,6.051802463439165e-07,0.1424835650308073,  ,  ,6.051802463439165e-07,3.00353569950653,  ,  
6.073012903390967e-07,0.002017949845239088,  ,  ,  ,  ,  ,  ,6.073012903390967e-07,0.1424884618530118,  ,  ,6.073012903390967e-07,3.003367345935668,  ,  
6.095579861783565e-07,0.001989805493784513,  ,  ,  ,  ,  ,  ,6.095579861783565e-07,0.1424931492657441,  ,  ,6.095579861783565e-07,3.003201040727763,  ,  
6.116121479600488e-07,0.001970261017461516,  ,  ,  ,  ,  ,  ,6.116121479600488e-07,0.1424970768554041,  ,  ,6.116121479600488e-07,3.003060159094923,  ,  
6.137511902620517e-07,0.001975393918002892,  ,  ,  ,  ,  ,  ,6.137511902620517e-07,0.1425007591761595,  ,  ,6.137511902620517e-07,3.00292303322477,  ,  
6.158864503020453e-07,0.002002671854284683,  ,  ,  ,  ,  ,  ,6.158864503020453e-07,0.1425037308219445,  ,  ,6.158864503020453e-07,3.002795062959414,  ,  
6.180501737066394e-07,0.002025928129395956,  ,  ,  ,  ,  ,  ,6.180501737066394e-07,0.142506231053845,  ,  ,6.180501737066394e-07,3.002673684635226,  ,  
6.203966986092558e-07,0.002025259288166077,  ,  ,  ,  ,  ,  ,6.203966986092558e-07,0.1425093915990704,  ,  ,6.203966986092558e-07,3.002550700280102,  ,  
6.230073227722413e-07,0.001996454615973605,  ,  ,  ,  ,  ,  ,6.230073227722413e-07,0.1425160901418316,  ,  ,6.230073227722413e-07,3.002423581724574,  ,  
